"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JOAQUIM PASSARINHO";"0022";"Nacional";"Defesa nacional";"Defesa terrestre";"6112 - DEFESA NACIONAL";"21A0 - APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA";"CODIGO INEXISTENTE NO SIAFI";"202436920022";"199.935,77";"53.883,77";"36.883,77";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARCIO ALVINO";"0003";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202437170003";"199.950,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GLEISI HOFFMANN";"0005";"PARANÁ (UF)";"Ciência e Tecnologia";"Difusão do conhecimento científico e tecnológico";"2304 - CIENCIA, TECNOLOGIA E INOVACAO PARA O DESENVOLVIMENTO SOCIAL";"6702 - APOIO A PROJETOS E EVENTOS DE EDUCACAO, DIVULGACAO E POPULARIZACAO DA CIENCIA E EDUCACAO CIENTIFICA";"CODIGO INEXISTENTE NO SIAFI";"202440110005";"199.966,60";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DELEGADO RAMAGEM";"0003";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202443510003";"199.968,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BIA KICIS";"0020";"Nacional";"Desporto e lazer";"Desporto de rendimento";"5126 - ESPORTE PARA A VIDA";"20YA - APOIO A PROJETOS DE EXCELENCIA ESPORTIVA NAS FASES DE ESPECIALIZACAO E APERFEICOAMENTO";"CODIGO INEXISTENTE NO SIAFI";"202439190020";"199.977,27";"199.977,27";"199.977,27";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DANIEL TRZECIAK";"0003";"Sul";"Defesa nacional";"Defesa terrestre";"6112 - DEFESA NACIONAL";"21A0 - APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA";"CODIGO INEXISTENTE NO SIAFI";"202439510003";"199.981,28";"60.189,28";"10.374,55";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DELEGADO FABIO COSTA";"0004";"ALAGOAS (UF)";"Defesa nacional";"Normatização e fiscalização";"6112 - DEFESA NACIONAL";"21BY - FISCALIZACAO DA NAVEGACAO AQUAVIARIA";"FISCALIZACAO DA NAVEGACAO AQUAVIARIA - DESPESAS DIVERSAS";"202443470004";"199.984,95";"199.984,95";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ERIBERTO MEDEIROS";"0003";"PERNAMBUCO (UF)";"Defesa nacional";"Defesa terrestre";"6112 - DEFESA NACIONAL";"219D - ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES";"ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES - DESPESAS DIVERSAS";"202443670003";"199.987,29";"175.739,99";"45.680,41";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARIO HERINGER";"0005";"MINAS GERAIS (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5663 - AUTONOMIA ECONOMICA DAS MULHERES";"21GG - IGUALDADE DE DIREITOS E AUTONOMIA ECONOMICA DAS MULHERES";"CODIGO INEXISTENTE NO SIAFI";"202414050005";"199.996,20";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"NILTO TATTO";"0003";"SÃO PAULO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"CODIGO INEXISTENTE NO SIAFI";"202437350003";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BENES LEOCADIO";"0007";"RIO GRANDE DO NORTE (UF)";"Indústria";"Promoção industrial";"2801 - NEOINDUSTRIALIZACAO, AMBIENTE DE NEGOCIOS E PARTICIPACAO ECONOMICA INTERNACIONAL";"210E - PROMOCAO DO DESENVOLVIMENTO INDUSTRIAL";"PROMOCAO DO DESENVOLVIMENTO INDUSTRIAL - DESPESAS DIVERSAS";"202439170007";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ZECA DIRCEU";"0001";"PARANÁ (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5812 - PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS LGBTQIA+";"21G2 - PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS LGBTQIA+";"CODIGO INEXISTENTE NO SIAFI";"202428490001";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"AUGUSTO PUPPIO";"0016";"AMAPÁ (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JQ - APOIO A REALIZACAO DE EVENTOS DE ESPORTE AMADOR, EDUCACIONAL, DE LAZER E INCLUSAO SOCIAL";"CODIGO INEXISTENTE NO SIAFI";"202443100016";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"HUMBERTO COSTA";"0014";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"202428850014";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ERIKA HILTON";"0006";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"CODIGO INEXISTENTE NO SIAFI";"202443680006";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DAMIAO FELICIANO";"0006";"JOÃO PESSOA - PB";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"202435300006";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BENES LEOCADIO";"0006";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"CODIGO INEXISTENTE NO SIAFI";"202439170006";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MURILO GALDINO";"0011";"JOÃO PESSOA - PB";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202444360011";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"VICENTINHO JUNIOR";"0022";"TOCANTINS (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"21CK - PROMOCAO E DESENVOLVIMENTO DO PARADESPORTO NACIONAL";"CODIGO INEXISTENTE NO SIAFI";"202437750022";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FERNANDA MELCHIONNA";"0020";"Nacional";"Segurança pública";"Defesa civil";"2318 - GESTAO DE RISCOS E DE DESASTRES";"22BO - ACOES DE PROTECAO E DEFESA CIVIL";"ACOES DE PROTECAO E DEFESA CIVIL - DESPESAS DIVERSAS";"202439840020";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALEXANDRE GUIMARAES";"0010";"TOCANTINS (UF)";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202442940010";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ERIBERTO MEDEIROS";"0014";"PERNAMBUCO (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JQ - APOIO A REALIZACAO DE EVENTOS DE ESPORTE AMADOR, EDUCACIONAL, DE LAZER E INCLUSAO SOCIAL";"CODIGO INEXISTENTE NO SIAFI";"202443670014";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ISMAEL";"0013";"SANTA CATARINA (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"CODIGO INEXISTENTE NO SIAFI";"202443920013";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GUTEMBERG REIS";"0003";"RIO DE JANEIRO (UF)";"Educação";"Assistência hospitalar e ambulatorial";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"4086 - FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - DESPESAS DIVERSAS";"202440140003";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SARGENTO GONCALVES";"0012";"RIO GRANDE DO NORTE (UF)";"Agricultura";"Promoção da produção agropecuária";"5801 - PESCA E AQUICULTURA SUSTENTAVEIS";"20Y1 - DESENVOLVIMENTO SUSTENTAVEL DA PESCA ARTESANAL";"CODIGO INEXISTENTE NO SIAFI";"202444740012";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"AMARO NETO";"0003";"ESPÍRITO SANTO (UF)";"Desporto e lazer";"Desporto de rendimento";"5126 - ESPORTE PARA A VIDA";"20JO - PROMOCAO E APOIO AO DESENVOLVIMENTO DO FUTEBOL FEMININO E MASCULINO E A DEFESA DOS DIREITOS DO TORCEDOR";"CODIGO INEXISTENTE NO SIAFI";"202439120003";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PLINIO VALERIO";"0013";"Nacional";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";"202441370013";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CARLOS SAMPAIO";"0020";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JQ - APOIO A REALIZACAO DE EVENTOS DE ESPORTE AMADOR, EDUCACIONAL, DE LAZER E INCLUSAO SOCIAL";"CODIGO INEXISTENTE NO SIAFI";"202415270020";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALBUQUERQUE";"0005";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"6148 - ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";"CODIGO INEXISTENTE NO SIAFI";"202442930005";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JOSE ROCHA";"0010";"SALVADOR - BA";"Defesa nacional";"Atenção básica";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2E74 - ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS";"ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS";"202432620010";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BENES LEOCADIO";"0015";"RIO GRANDE DO NORTE (UF)";"Organização agrária";"Promoção da produção agropecuária";"5636 - ABASTECIMENTO E SOBERANIA ALIMENTAR";"21B9 - PROMOCAO E FORTALECIMENTO DA COMERCIALIZACAO, DO ABASTECIMENTO, E DO ACESSO AOS MERCADOS PARA A AGRICULTURA FAMILIAR E POVOS E COMUNIDADES TRADICIONAIS";"PROMOCAO E FORTALECIMENTO DA COMERCIALIZACAO, DO ABASTECIMENTO, E DO ACESSO AOS MERCADOS PARA A AGRICULTURA FAMILIAR E POVOS E COMUNIDADES TRADICIONAIS - DESPESAS DIVERSAS";"202439170015";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BOHN GASS";"0021";"RIO GRANDE DO SUL (UF)";"Agricultura";"Promoção da produção agropecuária";"1144 - AGROPECUARIA SUSTENTAVEL";"8622 - PROMOCAO DO COOPERATIVISMO, ASSOCIATIVISMO E AGROINDUSTRIA PARA O DESENVOLVIMENTO AGROPECUARIO E DA AGRICULTURA FAMILIAR";"PROMOCAO DO COOPERATIVISMO, ASSOCIATIVISMO E AGROINDUSTRIA PARA O DESENVOLVIMENTO AGROPECUARIO E DA AGRICULTURA FAMILIAR - DESPESAS DIVERSAS";"202428620021";"200.000,00";"9.000,00";"9.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ERIBERTO MEDEIROS";"0010";"Nacional";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";"202443670010";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"WALDENOR PEREIRA";"0008";"BAHIA (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"CODIGO INEXISTENTE NO SIAFI";"202427510008";"200.000,00";"120.000,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MAX LEMOS";"0008";"RIO DE JANEIRO - RJ";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"CODIGO INEXISTENTE NO SIAFI";"202444300008";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GLEISI HOFFMANN";"0016";"PARANÁ (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"CODIGO INEXISTENTE NO SIAFI";"202440110016";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"HUGO MOTTA";"0007";"JOÃO PESSOA - PB";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"202427120007";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PEDRO CAMPOS";"0018";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5662 - MULHER VIVER SEM VIOLENCIA";"21GJ - POLITICAS DE PREVENCAO, ACESSO A JUSTICA E ENFRENTAMENTO A VIOLENCIA CONTRA AS MULHERES";"CODIGO INEXISTENTE NO SIAFI";"202444470018";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BOHN GASS";"0024";"RIO GRANDE DO SUL (UF)";"Trabalho";"Empregabilidade";"2310 - PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA";"20Z1 - QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES";"QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES - DESPESAS DIVERSAS";"202428620024";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JUNINHO DO PNEU";"0004";"RIO DE JANEIRO (UF)";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202440260004";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CARLOS SAMPAIO";"0019";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202415270019";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ERIBERTO MEDEIROS";"0018";"PERNAMBUCO (UF)";"Defesa nacional";"Normatização e fiscalização";"6112 - DEFESA NACIONAL";"21BY - FISCALIZACAO DA NAVEGACAO AQUAVIARIA";"FISCALIZACAO DA NAVEGACAO AQUAVIARIA - DESPESAS DIVERSAS";"202443670018";"200.000,00";"1.796,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MURILO GALDINO";"0010";"CAMPINA GRANDE - PB";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202444360010";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PATRUS ANANIAS";"0014";"MINAS GERAIS (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202414080014";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"RAIMUNDO COSTA";"0016";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441280016";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"TEREZA CRISTINA";"0013";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"202442790013";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DIMAS GADELHA";"0005";"Nacional";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"CODIGO INEXISTENTE NO SIAFI";"202443570005";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALEXANDRE LEITE";"0001";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"CODIGO INEXISTENTE NO SIAFI";"202427960001";"200.000,00";"200.000,00";"200.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LIDICE DA MATA";"0006";"BAHIA (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202424680006";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SAMIA BOMFIM";"0018";"SÃO PAULO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202441300018";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"EDUARDO GIRAO";"0011";"CEARÁ (UF)";"Agricultura";"Desenvolvimento tecnológico e engenharia";"2303 - PESQUISA E INOVACAO AGROPECUARIA";"20Y6 - PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PARA A AGROPECUARIA";"PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PARA A AGROPECUARIA - DESPESAS DIVERSAS";"202441380011";"200.000,00";"85.845,50";"12.273,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"HELDER SALOMAO";"0013";"ESPÍRITO SANTO (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"CODIGO INEXISTENTE NO SIAFI";"202433120013";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GILSON DANIEL";"0008";"ESPÍRITO SANTO (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"CODIGO INEXISTENTE NO SIAFI";"202443830008";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JOSE ROCHA";"0005";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"CODIGO INEXISTENTE NO SIAFI";"202432620005";"200.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BOHN GASS";"0020";"RIO GRANDE DO SUL (UF)";"Agricultura";"Promoção da produção agropecuária";"1144 - AGROPECUARIA SUSTENTAVEL";"8622 - PROMOCAO DO COOPERATIVISMO, ASSOCIATIVISMO E AGROINDUSTRIA PARA O DESENVOLVIMENTO AGROPECUARIO E DA AGRICULTURA FAMILIAR";"PROMOCAO DO COOPERATIVISMO, ASSOCIATIVISMO E AGROINDUSTRIA PARA O DESENVOLVIMENTO AGROPECUARIO E DA AGRICULTURA FAMILIAR - DESPESAS DIVERSAS";"202428620020";"200.000,00";"9.000,00";"9.000,00";"0,00";"0,00";"0,00";
